Authors,URL,Title,Published,Data collected (first),Data collected (last),Location Description,Latitude,Longitude,Region,Type of Fish,Sex of Sample (if only one sample),Number of Samples,Length of Fish (cm),Weight of Fish (g),Age (years),Conc Hg Fish [ug/g],,Conc Hg Sediment [ug/g],Main Findings/Comments
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Coatzacoalcos, Mexico",18.1525,-94.44556,North America,Snapper (lutjanussp.),,,,,,0.334,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Paraiso, Mexico",18.43944,-93.21,North America,Snapper (lutjanussp.),,,,,,0.192,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Ciudad del Carmen, Mexico",18.64333,-91.83083,North America,Snapper (lutjanussp.),,,,,,0.294,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Progreso, Mexico",21.28278,-89.66361,North America,Snapper (lutjanussp.),,,,,,0.546,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Ensenada, Mexico",31.86028,-116.6267,North America,Snapper (lutjanussp.),,,,,,0.257,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Mazatlan, Mexico",23.2,-106.4297,North America,Snapper (lutjanussp.),,,,,,0.662,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Puerto Vallarta, Mexico",20.65833,-105.2436,North America,Snapper (lutjanussp.),,,,,,0.196,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Acapulco, Mexico",16.85222,-99.42306,North America,Snapper (lutjanussp.),,,,,,0.083,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Chiapas, Mexico",14.71611,-92.42306,North America,Snapper (lutjanussp.),,,,,,0.426,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Tampico, Mexico",22.25528,-97.86861,North America,Mackerel (scomberomorus sp.),,,,,,0.243,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Coatzacoalcos, Mexico",18.1525,-94.44556,North America,Mackerel (scomberomorus sp.),,,,,,0.231,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Paraiso, Mexico",18.43944,-93.21,North America,Mackerel (scomberomorus sp.),,,,,,0.607,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Ciudad del Carmen, Mexico",18.64333,-91.83083,North America,Mackerel (scomberomorus sp.),,,,,,0.459,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Mazatlan, Mexico",23.2,-106.4297,North America,Mackerel (scomberomorus sp.),,,,,,0.57,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Puerto Vallarta, Mexico",20.65833,-105.2436,North America,Mackerel (scomberomorus sp.),,,,,,0.222,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Acapulco, Mexico",16.85222,-99.42306,North America,Mackerel (scomberomorus sp.),,,,,,0.134,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Chiapas, Mexico",14.71611,-92.42306,North America,Mackerel (scomberomorus sp.),,,,,,0.489,,,
Maria N. Piraino and David L. Taylor,https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs00244-013-9946-9,Assessment of Nonlethal Methods for Predicting Muscle Tissue Mercury Concentrations in Coastal Marine Fishes,2013,2006,2010,"Narragansett Bay, USA",41.5,-71.33333,North America,Black sea bass (centropristis striata),,54,33.8,619.5,,0.706,,,
Maria N. Piraino and David L. Taylor,https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs00244-013-9946-9,Assessment of Nonlethal Methods for Predicting Muscle Tissue Mercury Concentrations in Coastal Marine Fishes,2013,2006,2010,"Narragansett Bay, USA",41.5,-71.33333,North America,Bluefish (pomatomus saltatrix),,113,51.8,1426,,1.08,,,
Maria N. Piraino and David L. Taylor,https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs00244-013-9946-9,Assessment of Nonlethal Methods for Predicting Muscle Tissue Mercury Concentrations in Coastal Marine Fishes,2013,2006,2010,"Narragansett Bay, USA",41.5,-71.33333,North America,Striped bass (morone saxatilis),,40,66.2,2645,,1.176,,,
Maria N. Piraino and David L. Taylor,https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs00244-013-9946-9,Assessment of Nonlethal Methods for Predicting Muscle Tissue Mercury Concentrations in Coastal Marine Fishes,2013,2006,2010,"Narragansett Bay, USA",41.5,-71.33333,North America,Summer flounder (paralichthys dentatus),,64,41.5,799.3,,0.466,,,
Maria N. Piraino and David L. Taylor,https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs00244-013-9946-9,Assessment of Nonlethal Methods for Predicting Muscle Tissue Mercury Concentrations in Coastal Marine Fishes,2013,2006,2010,"Narragansett Bay, USA",41.5,-71.33333,North America,Tautog (tautoga onitis),,102,43.1,2181,,0.822,,,
"Xiaopan Chena, Chao Hanb,  Heyong Chengb, Yuanchao Wangb, Jinhua Liub, Zigang Xua, Lei Huc",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0021967313014155,Rapid speciation analysis of mercury in seawater and marine fish by cation exchange chromatography hyphenated with inductively coupled plasma mass spectrometry,2013,2013,,"coast of Zhoushan, Zhejiang Province, China",29.9853,122.2072,Asia,Hairtail (trichiurus japonicus),,,,,,0.818,,,
"Xiaopan Chena, Chao Hanb,  Heyong Chengb, Yuanchao Wangb, Jinhua Liub, Zigang Xua, Lei Huc",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0021967313014155,Rapid speciation analysis of mercury in seawater and marine fish by cation exchange chromatography hyphenated with inductively coupled plasma mass spectrometry,2013,2013,,"coast of Zhoushan, Zhejiang Province, China",29.9853,122.2072,Asia,Pomfret (pampus argenteus),,,,,,0.196,,,
"Xiaopan Chena, Chao Hanb,  Heyong Chengb, Yuanchao Wangb, Jinhua Liub, Zigang Xua, Lei Huc",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0021967313014155,Rapid speciation analysis of mercury in seawater and marine fish by cation exchange chromatography hyphenated with inductively coupled plasma mass spectrometry,2013,2013,,"coast of Zhoushan, Zhejiang Province, China",29.9853,122.2072,Asia,Small yellow croaker (larimichthys polyactis),,,,,,0.192,,,
"Xiaopan Chena, Chao Hanb,  Heyong Chengb, Yuanchao Wangb, Jinhua Liub, Zigang Xua, Lei Huc",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0021967313014155,Rapid speciation analysis of mercury in seawater and marine fish by cation exchange chromatography hyphenated with inductively coupled plasma mass spectrometry,2013,2013,,"coast of Zhoushan, Zhejiang Province, China",29.9853,122.2072,Asia,Brown croaker (miichthys miiuy),,,,,,0.23,,,
"Xiaopan Chena, Chao Hanb,  Heyong Chengb, Yuanchao Wangb, Jinhua Liub, Zigang Xua, Lei Huc",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0021967313014155,Rapid speciation analysis of mercury in seawater and marine fish by cation exchange chromatography hyphenated with inductively coupled plasma mass spectrometry,2013,2013,,"coast of Zhoushan, Zhejiang Province, China",29.9853,122.2072,Asia,Japanese seabass (lateolabrax japonicus),,,,,,0.294,,,
"Moh. Yusuf, Baharuddin Hamzah, Nurdin Rahman",https://media.neliti.com/media/publications/224166-kandungan-merkuri-hg-dalam-air-laut-sedi.pdf,"The Mercury (Hg) Content In Sea Water, Sediment And Belanak (Liza Melinoptera) Tissue In Palu Bay Water",2013,2011,,"Palu Bay Water, Sulawesi, Indonesia",119.8717,0.8751,Asia,Belanak (liza melinoptera),,,,,,0.166,0.035,2.627,The Palu bay water condition has been polluted and the belanak is not worth to be consumed.
"Keith Bentley, Amin Soebandrio",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0025326X17303673?via%3Dihub#t0005,"Arsenic and mercury concentrations in marine fish sourced from local fishermen and fish markets in mine-impacted communities in Ratatotok Sub-district, North Sulawesi, Indonesia",2017,2007,2011,"Buyat Bay, Sulawesi, Indonesia",124.7088,0.8485,Asia,,,,,,,0.23,,,Fish are not seperated by species but are combined based on location
"Keith Bentley, Amin Soebandrio",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0025326X17303673?via%3Dihub#t0005,"Arsenic and mercury concentrations in marine fish sourced from local fishermen and fish markets in mine-impacted communities in Ratatotok Sub-district, North Sulawesi, Indonesia",2017,2007,2011,"Buyat Market, Sulawesi, Indonesia",,,Asia,,,,,,,0.11,,,
"Keith Bentley, Amin Soebandrio",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0025326X17303673?via%3Dihub#t0005,"Arsenic and mercury concentrations in marine fish sourced from local fishermen and fish markets in mine-impacted communities in Ratatotok Sub-district, North Sulawesi, Indonesia",2017,2007,2011,"Ratatotok Market, Sulawesi, Indonesia",,,Asia,,,,,,,0.14,,,
"Keith Bentley, Amin Soebandrio",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0025326X17303673?via%3Dihub#t0005,"Arsenic and mercury concentrations in marine fish sourced from local fishermen and fish markets in mine-impacted communities in Ratatotok Sub-district, North Sulawesi, Indonesia",2017,2007,2011,"Manado Fish Market, Sulawesi, Indonesia ",,,Asia,,,,,,,0.04,,,
"Ayu Shofia Asmysari, Bambang Irawan, Agoes Soegianto",https://www-tandfonline-com.ezproxy1.library.usyd.edu.au/doi/full/10.1080/10807039.2012.729140,"Concentrations of Lead, Cadmium, and Mercury in Halfbeaks (Hyporhampus affinis) from the East Java Coast, Indonesia and Human Health Hazard",2012,2010,2010,"Tuban, East Java, Indonesia",112.0417,6.8949,Asia,Tropical Halfbeak (hyporhamphus affinis),,15,,48.8,,0.047,,,"The level of Hg in fish of our present study was below the permissible limit (0.5 mg/kg ww) for human consumption of the EC and Indonesia (EC 2001; Soegianto et al. 2010), and therefore do not represent any known risk to human health."
"Ayu Shofia Asmysari, Bambang Irawan, Agoes Soegianto",https://www-tandfonline-com.ezproxy1.library.usyd.edu.au/doi/full/10.1080/10807039.2012.729140,"Concentrations of Lead, Cadmium, and Mercury in Halfbeaks (Hyporhampus affinis) from the East Java Coast, Indonesia and Human Health Hazard",2012,2010,2010,"Lamongan, East Java, Indonesia",112.415,7.1181,Asia,Tropical Halfbeak (hyporhamphus affinis),,15,,52,,0.054,,,"Although Hyporhampus affinis from the East Java coast contain Pb, Cd, and Hg below the permissible limit for human consumption, consumption of large quantities of this fish can pose a potential health hazard for consumers. "
"Ayu Shofia Asmysari, Bambang Irawan, Agoes Soegianto",https://www-tandfonline-com.ezproxy1.library.usyd.edu.au/doi/full/10.1080/10807039.2012.729140,"Concentrations of Lead, Cadmium, and Mercury in Halfbeaks (Hyporhampus affinis) from the East Java Coast, Indonesia and Human Health Hazard",2012,2010,2010,"Sidoarjo, East Java, Indonesia",112.7015,7.4498,Asia,Tropical Halfbeak (hyporhamphus affinis),,15,,40.1,,0.055,,,
"Ayu Shofia Asmysari, Bambang Irawan, Agoes Soegianto",https://www-tandfonline-com.ezproxy1.library.usyd.edu.au/doi/full/10.1080/10807039.2012.729140,"Concentrations of Lead, Cadmium, and Mercury in Halfbeaks (Hyporhampus affinis) from the East Java Coast, Indonesia and Human Health Hazard",2012,2010,2010,"Pasuruan, East Java, Indonesia",112.8999,7.6469,Asia,Tropical Halfbeak (hyporhamphus affinis),,15,,54.7,,0.055,,,
"Ayu Shofia Asmysari, Bambang Irawan, Agoes Soegianto",https://www-tandfonline-com.ezproxy1.library.usyd.edu.au/doi/full/10.1080/10807039.2012.729140,"Concentrations of Lead, Cadmium, and Mercury in Halfbeaks (Hyporhampus affinis) from the East Java Coast, Indonesia and Human Health Hazard",2012,2010,2010,"Banyuwangi, East Java, Indonesia",114.3692,8.2192,Asia,Tropical Halfbeak (hyporhamphus affinis),,14,,61,,0.05,,,
"Boedi Setya Rahardja, Friska Marsyalita, Yudi Cahyoko",https://www.neliti.com/publications/291325/analisis-kandungan-merkuri-hg-pada-air-sedimen-ikan-keting-arius-caelatus-dan-ik,"Analysis Of Mercury (Hg) In Water, Sediment, Keting Fish (Arius Caelatus), And Mujair Fish (Oreochromis Mossambicus) In Jagir River Surabaya",2012,,,"Jagir River, Surabaya, Indonesia (upstream, at the start of the river)","112o44'20.67""","7o18'00.76"" ",Asia,Keting Fish (arius caelatus),,3,,,,0.0070,0.0057,0.1333,Keting fish has a higher potential of being exposed to mercury than Mozambique tilapia fish due to its habitat being at the bottom of the river.
"Boedi Setya Rahardja, Friska Marsyalita, Yudi Cahyoko",https://www.neliti.com/publications/291325/analisis-kandungan-merkuri-hg-pada-air-sedimen-ikan-keting-arius-caelatus-dan-ik,"Analysis Of Mercury (Hg) In Water, Sediment, Keting Fish (Arius Caelatus), And Mujair Fish (Oreochromis Mossambicus) In Jagir River Surabaya",2012,,,"Wonokromo Road, right in front of Bendul Merisi Road, Surabaya (point of pollution)"," 112o44'59.03""","7o18'10.43""",Asia,Keting Fish (arius caelatus),,3,,,,0.0107,0.0077,0.1533,Keting fish has lower mercury concentration due to its young age and small bodies when being compared to Mozambique tilapia fish.
"Boedi Setya Rahardja, Friska Marsyalita, Yudi Cahyoko",https://www.neliti.com/publications/291325/analisis-kandungan-merkuri-hg-pada-air-sedimen-ikan-keting-arius-caelatus-dan-ik,"Analysis Of Mercury (Hg) In Water, Sediment, Keting Fish (Arius Caelatus), And Mujair Fish (Oreochromis Mossambicus) In Jagir River Surabaya",2012,,,"Kedung Baruk Raya Road, right in front of STIKOM campus, Surabaya, Indonesia (downstream of the river)","112o46'55.18""","7o18'37.30""",Asia,Keting Fish (arius caelatus),,3,,,,0.0110,0.0057,0.1433,A glass factory is located nearby the third location; downstream of the river which may explain the high concentrations of mercury 
"Boedi Setya Rahardja, Friska Marsyalita, Yudi Cahyoko",https://www.neliti.com/publications/291325/analisis-kandungan-merkuri-hg-pada-air-sedimen-ikan-keting-arius-caelatus-dan-ik,"Analysis Of Mercury (Hg) In Water, Sediment, Keting Fish (Arius Caelatus), And Mujair Fish (Oreochromis Mossambicus) In Jagir River Surabaya",2012,,,"Jagir River, Surabaya, Indonesia (upstream, at the start of the river)","112o44'20.67""","7o18'00.76"" ",Asia,Mozambique tilapia (oreochromis mossambicus),,3,,,,0.0097,0.0057,0.1333,
"Boedi Setya Rahardja, Friska Marsyalita, Yudi Cahyoko",https://www.neliti.com/publications/291325/analisis-kandungan-merkuri-hg-pada-air-sedimen-ikan-keting-arius-caelatus-dan-ik,"Analysis Of Mercury (Hg) In Water, Sediment, Keting Fish (Arius Caelatus), And Mujair Fish (Oreochromis Mossambicus) In Jagir River Surabaya",2012,,,"Wonokromo Road, right in front of Bendul Merisi Road, Surabaya (point of pollution)"," 112o44'59.03""","7o18'10.43""",Asia,Mozambique tilapia (oreochromis mossambicus),,3,,,,0.0120,0.0077,0.1533,
"Boedi Setya Rahardja, Friska Marsyalita, Yudi Cahyoko",https://www.neliti.com/publications/291325/analisis-kandungan-merkuri-hg-pada-air-sedimen-ikan-keting-arius-caelatus-dan-ik,"Analysis Of Mercury (Hg) In Water, Sediment, Keting Fish (Arius Caelatus), And Mujair Fish (Oreochromis Mossambicus) In Jagir River Surabaya",2012,,,"Kedung Baruk Raya Road, right in front of STIKOM campus, Surabaya, Indonesia (downstream of the river)","112o46'55.18""","7o18'37.30""",Asia,Mozambique tilapia (oreochromis mossambicus),,3,,,,0.0120,0.0057,0.1433,
Yunizar Ernawati ,https://search-proquest-com.ezproxy1.library.usyd.edu.au/docview/2057544528/fulltext/77DD63E416C74603PQ/1?accountid=14757,"The analysis of the concentration of heavy metals cadmium, mercury and lead in the flesh of suckermouth catfish (Pterygoplichthys pardalis) in Ciliwung River, Indonesia",2014,2012,2012,"Bogor Botanical Gardens, Bogor, Indonesia (upstream)","106°48'5.41"" ","6°36'3.86""",Asia,Suckermouth catfish (pterygoplichthys pardalis),,8,43,945.8,,<0.001,,,These locations were selected based on the assumption that the levels of contamination were different between upstream and downstream. // The low concentration of mercury in the suckermouth catfishis suspected because the amount of mercury that enters Ciliwung River is very small.
Yunizar Ernawati ,https://search-proquest-com.ezproxy1.library.usyd.edu.au/docview/2057544528/fulltext/77DD63E416C74603PQ/1?accountid=14757,"The analysis of the concentration of heavy metals cadmium, mercury and lead in the flesh of suckermouth catfish (Pterygoplichthys pardalis) in Ciliwung River, Indonesia",2014,2012,2012,"Ir. H. Juanda Street, Depok, Indonesia (mid-stream)","106°50'19.5""","6°22'33.27""",Asia,Suckermouth catfish (pterygoplichthys pardalis),,8,33.8,285.88,,<0.001,,,"In November, no sample was taken from Jakarta because the river had flooded due to the heavy rain. This study was conducted for four months (September to December) in 2012."
Yunizar Ernawati ,https://search-proquest-com.ezproxy1.library.usyd.edu.au/docview/2057544528/fulltext/77DD63E416C74603PQ/1?accountid=14757,"The analysis of the concentration of heavy metals cadmium, mercury and lead in the flesh of suckermouth catfish (Pterygoplichthys pardalis) in Ciliwung River, Indonesia",2014,2012,2012,"Gunuk Street, Pasar Minggu, Jakarta, Indonesia (downstream)","106°51'0.77""","6°17'33.15""",Asia,Suckermouth catfish (pterygoplichthys pardalis),,6,24.7,183.22,,<0.001,,,Bogor: The river at this sampling point was relatively shallow and the water looked quite clear. A lot of human activity was observed both in and around the river. // Depok: The sampling point was in a highly populated area and was surrounded by busy roads. // Jakarta: The sampling point was in a highly populated area. The water passing through this station was brownish. The current was not so fast during observation. The river's sediment was dominated by mud and garbage.
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Australasian snapper (chrysophrys auratus),,1,,,,1.5023,,,High concentration of mercury is found in this area due to human activities in which the community living in the area dump their waste to the river. The river is flows directly to the Sulawesi sea.
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Humpback red snapper (lutjanus gibbus),,1,,,,1.3155,,,Mercury concentration had exceeded the limit of 0.5 mg/kg.
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Lethrinus lentjan (lentjan sp),,1,,,,1.3002,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Lethrinus lentjan (lentjan sp),,1,,,,1.2313,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Duskytail grouper (epinephelus bleekeri),,1,,,,0.3154,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Humpback red snapper (lutjanus gibbus),,1,,,,0.5297,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Russell's snapper (lutjanus russelli),,1,,,,2.0071,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Russell's snapper (lutjanus russelli),,1,,,,1.5424,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Russell's snapper (lutjanus russelli),,1,,,,1.1201,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Dory snapper (latjanus fulviflamma),,1,,,,0.9080,,,
