Authors,URL,Title,Published,Data collected (first),Data collected (last),Location Description,Latitude,Longitude,Region,Type of Fish,Sex of Sample (if only one sample),Number of Samples,Length of Fish (cm),Weight of Fish (g),Age (years),Conc Hg Fish [ug/g],,Conc Hg Sediment [ug/g],Main Findings/Comments
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Kirknesvaagen,63.9426,11.1305,Northern Europe,Cod (gadus morhua),,2,53,,,0.2,,,Mercury given as wet weight
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Malvik,63.3728,10.7508,Northern Europe,Cod (gadus morhua),,4,48,,,0.2,,,Concentrations of other heavy metals also given. May be relevant/interesting. 
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Skarnsund,63.858,11.0626,Northern Europe,Haddock (gadus aeglefinus),,2,49,,,0.1,,,"Industries including mining, pulp and paper mill factories located on southern side"
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Malvik,63.3728,10.7508,Northern Europe,Haddock (gadus aeglefinus),,1,46,,,0.1,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Tautra,63.5784,10.6094,Northern Europe,Catfish (anarchichas lupus),,4,82,,,0.2,,,Data also given for e.g. seaweeds and shellfish and a seabird
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Malvik,63.3728,10.7508,Northern Europe,Whiting (gadus merlangus),,2,32,,,0.1,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Malvik,63.3728,10.7508,Northern Europe,Herring (clupea harengus),,2,22,,,0.1,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Geitneset,63.5186,10.2838,Northern Europe,Grenadier (macrurus rupestris),,4,62,,,0.1,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Geitneset,63.5186,10.2838,Northern Europe,Rabbitfish (chimaera monstrosa),,1,72,,,0.1,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Geitneset,63.5186,10.2838,Northern Europe,Witch (glyptocephalus cynoglossus),,2,40,,,0.2,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Geitneset,63.5186,10.2838,Northern Europe,Black-mouthed dogfish (galeus melastomus),,2,57,,,0.7,,,
Eirik Lande,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Geitneset,63.5186,10.2838,Northern Europe,Velvet belly (etmopterus spinax),,2,33,,,0.4,,,
Eirik Lande ,https://doi.org/10.1016/0013-9327(77)90052-0,"Heavy Metal Pollution In Trondheimsfjorden, Norway, And The Recorded Effects On The Fauna And Flora",1977,1972,1973,Geitneset,63.5186,10.2838,Northern Europe,Greater silver smelt (argentina silus),,2,34,,,0.2,,,
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Vardøhola,70.3703,31.1106,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,70.2,3780,19.5,0.05,,,So far coordinates only rough estimates of the actual locations - map and latitude/longitude given for more precise locations. 
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Mehamnleira,71.0356,27.8492,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,69.7,3490,19.4,0.06,,,Concentrations of other heavy metals also given. May be relevant/interesting. 
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Tromsøflaket,70.4179,16.4005,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,70.3,3650,19,0.31,,,Sampling stations cover the most important and traditional near-coast fishing sites
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,NW of Fugløybanken,70.29,17.5595,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,73.1,4070,19.7,0.27,,,
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Mulegga,70.0598,17.6195,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,74.1,4140,20.8,0.52,,,"General trend of increasing mercury concentration when going from stations 1,2 via 6-8 to 3-5"
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Jenegga,69.3819,13.1122,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,69.3,3680,20.6,0.26,,,"High positive correlation between age, weight and length of the fish"
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Røstbanken N,69.0105,11.9968,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,68.4,3240,19.4,0.2,,,
"Kaare Julshamn, Sylvia Frantzen, Stig Valdersnes, Bente Nilsen, Amund Maage, Kjell Nedreaas",https://doi.org/10.1080/17451000.2011.594893,"Concentrations of mercury, arsenic, cadmium and lead in Greenland halibut (Reinhardtius hippoglossoides) caught off the coast of northern Norway",2011,2006,,Røstbanken S,68.1936,8.60381,Northern Europe,Greenland halibut (reinhardtius hippoglossoides),,1,68.6,3550,20.6,0.17,,,Arsenic and mercury concentrations found to be significantly positively correlated in most areas
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1974,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1440,4.4,1.23,,,Chlorakali plant located on the northern shore of the lake as a substantial source of Hg emissions
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1975,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1460,4.9,1.29,,,By the end of the 1980s production method was changed to a mercury free one
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1977,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1390,5,1.39,,,Sediment data also given (table).
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1979,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1290,4.3,1.03,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1980,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1420,4.6,0.98,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1982,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1290,4,0.61,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1983,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1360,4.8,0.97,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1984,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1320,4.3,0.86,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1988,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1360,5.2,0.69,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1991,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1190,5.4,0.78,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1994,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1230,5.4,0.79,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1998,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,1110,4.7,0.55,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1999,,Kattfjorden North Värmlandssjön,59.3371,13.3665,Northern Europe,Pike (esox lucius),,1,,940,4.3,0.52,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1983,,Millesvik Archipelago East Dalbosjön,58.7817,13.1575,Northern Europe,Pike (esox lucius),,1,,1600,4.6,0.47,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1988,,Millesvik Archipelago East Dalbosjön,58.7817,13.1575,Northern Europe,Pike (esox lucius),,1,,1590,5.3,0.58,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1996,,Millesvik Archipelago East Dalbosjön,58.7817,13.1575,Northern Europe,Pike (esox lucius),,1,,1200,5.6,0.46,,,
Lennart Lindeström,https://bioone.org/journals/AMBIO-A-Journal-of-the-Human-Environment/volume-30/issue-8/0044-7447-30.8.538/Mercury-in-Sediment-and-Fish-Communities-of-Lake-V%C3%A4nern-Sweden/10.1579/0044-7447-30.8.538.full,"Mercury in Sediment and Fish Communities of Lake Vänern, Sweden: Recovery from Contamination",2001,1997,,Millesvik Archipelago East Dalbosjön,58.7817,13.1575,Northern Europe,Pike (esox lucius),,1,,1110,5,0.42,,,
